計算対象,日付,内容,金額（円）,保有金融機関,大項目,中項目,メモ,振替,ID
1,2026/01/27,SMBC(ニツポンガス,-1485,楽天銀行,水道・光熱費,ガス・灯油代,,0,9GCwPcqGLlVu0ngIOUjzcQNB9Gy2FZQa_3-oCAgI85o
1,2026/01/27,DF.ヤチントウ,-90550,楽天銀行,住宅,家賃・地代,,0,xh22HBwGMT29_yWdqbWygfnp29q3Mg5Dyi13Ubj0gAI
1,2026/01/26,マイバスケツト,-2444,楽天カード,食費,食料品,,0,w8zEE_LJO4hq8wRlqfODgqVkJMPVkJ8fZXwsXpQ8XVY
1,2026/01/26,入 永田町 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,Xw4hjcGwy-nEMOze8no29WqhGDelfEe0VULQWvC3gaw
1,2026/01/26,入 後楽園 出 永田町,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,Zxz5ZW4bqv2mbWeQxFbUiUf3N_ifrkqmszUvaLODCts
1,2026/01/25,マクドナルド モバイルオーダー,-1150,楽天カード,食費,外食,,0,pr_TvPm2beCyza57B8sPI2RWOML8dA3nU5XIUUiC6jk
1,2026/01/25,PayPay銀行 かわせみ支店 普通預金 2082710 ミタ リヨウイチロウ(依頼人名:ミタ リヨウイチロウ 振込予定日:2026年01月25日 管理番号:20260125-63339422),-50000,楽天銀行,現金・カード,電子マネー,,0,8kDi_LzbTkIrBxqAWVnRBZ8X8hPvZtrNKjbwOy9U32A
1,2026/01/25,ラクテンEDYオンライン,-10000,楽天銀行,現金・カード,電子マネー,,0,zGgn_pHQSGvo7Pp0xP6Qpn_0bpGIddbYuXwukSd2qzE
1,2026/01/24,マクドナルド モバイルオーダー,-210,楽天カード,食費,外食,,0,dZc45hOm685ka3rX3YHWTiGWZu9BL-RWVgDXNeaAaPE
0,2026/01/24,Suicaチャージ(楽天ペイ),-3000,楽天カード,現金・カード,電子マネー,,1,AefKZZ6p6OIin4SisuTDRv-O0TjiEgqnftnbom-oF0A
1,2026/01/24,入 地 東京 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,kJRdd1y4mcoCXi1Yj-g0uZzRYXHo38K5twWkPx00lE0
0,2026/01/24,現金,3000,モバイルSuica（モバイルSuica ID）,未分類,未分類,,1,HF08zEGHR4HfYM9Y3YSmcS-X2BHb1VE-izPRmRQD1xQ
1,2026/01/24,入 後楽園 出 地 東京,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,2kQSKWeJpzmSi7MyIvAkOnM2gQJh4h57ojIGm27d0fo
1,2026/01/23,入 地 東京 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,GxTWvwkx4fBICnUP4ZDbCiDli38by2_mme7qJUm-OIE
1,2026/01/23,入 赤坂見附 出 地 東京,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,aeMyzfI5K1hyGbiEopxbhxjRwfJaXtUA2kvNb6qE4zc
1,2026/01/23,入 後楽園 出 永田町,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,gWrp6eqcUlRt9lSYfykSL-vpV5GGhyBIrIqoP3thtng
1,2026/01/23,給与 SBAW(カ)LINEヤフ-.カ,330809,楽天銀行,収入,給与,,0,D7Vrvcg3qUZ94pu2DzvMWEg4j3qJsIM2B9jtVLnnpJs
1,2026/01/23,カ-ド出金 セブン銀行003401001100324,-8000,楽天銀行,現金・カード,ATM引き出し,,0,T4iakA_ACDi7MKJM66KDGMctl1TwovFHHyZ0eg3XjdQ
1,2026/01/22,物販,-1105,モバイルSuica（モバイルSuica ID）,未分類,未分類,,0,Mo5ajvZLCH0jjKfdcWBIKasomE4PaWX_K2ft90mMSHY
1,2026/01/21,ビツグホリデ-(カ,-16000,楽天カード,現金・カード,カード引き落とし,,0,wWhfFFtN17UcriA6fe4B_snBB44xX464ilsMIg-EhIM
1,2026/01/21,入 溜池山王 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,ID1nuOmT49UMfJOof079J4VpYkLnbkR_IotF1ZMcRAY
1,2026/01/21,入 後楽園 出 永田町,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,ncJ6B7iEnkFn_IFc_igQ_ll7VniI_tb0RGFxwRI4Nc8
1,2026/01/20,入 溜池山王 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,BjAfv8ef_3dUVa1oOpmlRaJzducIepz_Lnub3xCbrmY
1,2026/01/20,入 後楽園 出 永田町,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,en5gHBB3Ze88JgHD-U-i4wbxHDB_28HyvxQQ35t7XcI
1,2026/01/19,入 永田町 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,B3s0-hJgvMWPIgfDLCP60aiZFaT8OsXKaGUd2WiMdUU
1,2026/01/19,入 後楽園 出 永田町,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,CQ2e42ijYt86E3sBTIbs3kwuiphtNjtHTgqswWzrm0M
1,2026/01/18,ドンキホ-テコウラクエンテン,-8031,楽天カード,日用品,日用品,,0,s1fklIm3x-oGyUH7oJhHO7DO7OvM_QGdG-991Jwqf5w
1,2026/01/18,アツプルジヤパン,-99800,楽天カード,特別な支出,家具・家電,,0,25tVU_oGA1fKN-9iTfM22IZpcpEqKK7gHfnfN6KwROY
1,2026/01/18,物販,-31,モバイルSuica（モバイルSuica ID）,未分類,未分類,,0,my540MrciADhL-lUOr181doroq5GZCzHzImmMFf4ni8
1,2026/01/18,物販,-346,モバイルSuica（モバイルSuica ID）,未分類,未分類,,0,w1rxmO31c3N4ZvldUIeEKpOvPgpGi0T7dNauMIuILr0
1,2026/01/17,トウキョウエキヤエキタショ クドウ,-1780,楽天カード,未分類,未分類,,0,r-sKSr8u0rlYV8oU-bvBxHJcLaF4PlkG_jGbkerozfY
1,2026/01/17,入 地 東京 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,dSWIOjl2DVizfgRsxorYUVco2Csmv1GlTL4SnxrJ1l8
1,2026/01/17,物販,-419,モバイルSuica（モバイルSuica ID）,未分類,未分類,,0,BNmgbYRFQJegrXwltrak8GzBQW6xYLHUwSPgmi1AxTY
1,2026/01/17,入 後楽園 出 地 東京,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,lLtU0euiq0qanL4EoK08DdkjEtNYROb9-_5LcP0sm-4
1,2026/01/16,スマ-トイ-エツクス ジエイア,-13870,楽天カード,未分類,未分類,,0,-9slJCOpBllE_Y3_YxUwyaeICQq6mqJNaiv0eFrx53s
0,2026/01/16,楽天証券投信積立0.5%~,-30000,楽天カード,未分類,未分類,,1,VsEIXuh76JX_Ltj7tp7aY2VhUS0hS96Mvvm1pnEBp_Q
1,2026/01/16,入 永田町 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,5aqRUU4VaTHqfiyHFpR9xCZ6XzFO0LU7V_VP1_oFrLk
1,2026/01/16,入 後楽園 出 永田町,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,jCJkH2C6JmxCKhLwFddBsoffF8Jzz8eCF41JYIfF9vg
1,2026/01/15,トウキョウエキヤエキタショ クドウ,-1480,楽天カード,未分類,未分類,,0,ndEH-I7egcR3LHUNTfzk-aIp3tGxZF0iBgxd13TKl90
0,2026/01/15,Suicaチャージ(楽天ペイ),-3000,楽天カード,現金・カード,電子マネー,,1,Lsm3jws9VC4kKKGiwk2eOaRqohnnlXcw_bwW668_teo
1,2026/01/15,入 地 東京 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,6cnrn1T4iJj0ARlKVNoAfRwSJj6mmxX4Di_hrcEIQpI
1,2026/01/15,物販,-490,モバイルSuica（モバイルSuica ID）,未分類,未分類,,0,t-u67xKLOBXEKK2MoF6kQMcYyYCt4vowiYO5c69DkzA
0,2026/01/15,現金,3000,モバイルSuica（モバイルSuica ID）,未分類,未分類,,1,aIyqvT9aOwzp5cbTYiVal3z0xmL-AVgq_E1O2TqtDxQ
1,2026/01/15,入 後楽園 出 地 東京,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,2-sfRQyMuZZN8vLt3rBI1uBK6rhsxAoIKXJcgg3b2n8
1,2026/01/14,入 永田町 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,LgZju6nI7iTmR4s99XifpmVZBfHpwk_tHSKucVfzIGg
1,2026/01/14,入 後楽園 出 永田町,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,zMePf4JlGGdxj-z842aK41q74fHGVCfgReYObFSbPY8
1,2026/01/14,AP(カ)ユ-パワ-,-4139,楽天銀行,未分類,未分類,,0,QiZwrXS09wZs8cBv7XK7tWoHYc0cDgErdAyLAknBLqg
1,2026/01/14,ラクテンEDYオンライン,-10000,楽天銀行,現金・カード,電子マネー,,0,wtg-8X7sL8TZdmFadw3BSbqYKIOulwUGInaTRTJcnvI
1,2026/01/13,ビツグホリデ-(カ,-16000,楽天カード,現金・カード,カード引き落とし,,0,hKSWyoFkIn6ka11RulrVdSno5ZGrmNfg_0DK7p-auRQ
1,2026/01/13,マイバスケツト,-867,楽天カード,食費,食料品,,0,A231zTtDTlBDFgfIYR1h4-_pHmcJTP6g1tBIXCuHHQA
0,2026/01/13,Suicaチャージ(楽天ペイ),-3000,楽天カード,現金・カード,電子マネー,,1,BWDvRxFg0we9_PIbTVpQx0oyBYWi27nNCmvLePXPKsQ
1,2026/01/13,入 永田町 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,C6lx7p1sLeOZdzZajeb8uTGyc6_KLh1-kJCVIvcbyzc
1,2026/01/13,入 後楽園 出 永田町,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,Ldl0pewO2-G4cXxRnlfCu5UHbon0dOdawBzyt3R-6Nk
0,2026/01/13,現金,3000,モバイルSuica（モバイルSuica ID）,未分類,未分類,,1,FKl6uCj38AI7uiF2JfDRPm3V6ut2uq1SjG5uzuFpQss
1,2026/01/12,ダイエ- エスエム,-838,楽天カード,食費,食料品,,0,kZRsPnyCIu9X4esMNFnrZnwiQ1x2BBhBT0qvSo-Etns
1,2026/01/12,入 地 東京 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,cOGIiGNX0_68EIisVcehacIvr5WckJgBMCnqCzMNqTY
1,2026/01/12,入 舞浜 出 東京,-230,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,XstYain0H5pMPMQJlq1GDnNZzmCX9Lmz21CA-qcr4Ws
1,2026/01/11,マクドナルド モバイルオーダー,-1050,楽天カード,食費,外食,,0,0Dh-got7kBKmgyrWZRklaGAIIPchFh7DcNZ0Cw9FB5c
1,2026/01/11,入 MRCA 出 MRCC,-300,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,vZa49GHXgPw5YXt13FJS0y8KKlC5Tpim02WXTKcHexA
1,2026/01/11,入 後楽園 出 溝の口,-459,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,Zf3vkSawF3uqvaebHqy6S94s6EgFpMd900Bu32pBZbk
1,2026/01/10,マイバスケツト,-956,楽天カード,食費,食料品,,0,Ez8Y8rvsP6mRQQ11P2Frvqn0FQXewYkgZ-RgrEc3JVk
1,2026/01/09,アマゾン マ-ケツト プレイ,-18480,楽天カード,教養・教育,書籍,,0,JhC40WdqBxCPQFWrY9FxS7zRMiHKt_BnCB9RoK_lvv4
1,2026/01/09,入 永田町 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,TKNklbdBU8qnJU59YaTkYwxDR5Iw9iy3WPl09biz5Ws
1,2026/01/09,入 後楽園 出 永田町,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,NsN7wAA058EdpEkdSgmyhGVaTLZfRch0hZDSSihqOXA
1,2026/01/08,入 永田町 出 後楽園,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,s-NABEm5Lz4U16FVNZAdhScvcMpZ-uABOKY6HcQuCHg
1,2026/01/08,入 後楽園 出 永田町,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,2Rdaz-VGl0YZyqwH73Ka5M5IkRLgX0q0F4VeOeF2DQQ
1,2026/01/07,マイバスケツト,-277,楽天カード,食費,食料品,,0,9ZdBr2PoRtc2LBRgZIeKL3qFBphN6EorGenmDEr9CJo
1,2026/01/07,マイバスケツト,-967,楽天カード,食費,食料品,,0,pB0DcFPCSfqjpo8GvIOGMBdBll1Fnxhw4S9G7UTO3AQ
1,2026/01/06,ユーネクストサービス利用料,-2189,楽天カード,通信費,放送視聴料,,0,2BBwcTuBoIDeMCYpENHTwSAft-12t4y7oIkLc79AZ0g
1,2026/01/06,ユーネクストサービス利用料,-2189,楽天カード,通信費,放送視聴料,,0,fvhJf7yKaVi9BNFKI5p0BaC52cfv6x8XtgM8R_44S30
1,2026/01/05,入 地 神田 出 地飯田橋,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,uVU1rUI2XWJZjb0jKdPRp-EsdHvPcLaC4A8128CIJSw
1,2026/01/05,入 永田町 出 都小川町,-286,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,noO4-8tVWjmC-MlH8ScA1__o_F6widKQSLXtzJJ93FI
1,2026/01/05,入 後楽園 出 永田町,-178,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,FLhalRoMqUN-XHsPdbV7ZOMXf_sAJ8fy69ipALbCJ4I
1,2026/01/04,ダイエ- エスエム,-1911,楽天カード,食費,食料品,,0,w7u4F8_14wQ-nu7mO1zubyGGVYnWq325z1_OJxiJE_w
1,2026/01/04,入 溝の口 出 後楽園,-459,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,MWnepyLlY_uM327YaDD-prOefdREFvK1anQiRoc7ccM
1,2026/01/03,ペツパ-ランチスイドウバ,-1230,楽天カード,水道・光熱費,水道代,,0,6uWrWBE5oPGNLDyiQxh4NHJfl_AvOnua0BCz6GwJX4Q
1,2026/01/03,なんでもR-SHOP 楽天市場,-4620,楽天カード,未分類,未分類,,0,2EB4tt1oxF8_oNrd7iP_iQE8WlIkEwbEZK2fgRIn5xk
0,2026/01/03,Suicaチャージ(楽天ペイ),-3000,楽天カード,現金・カード,電子マネー,,1,viXZf1Dvhnb7RNDIx1-VrKadDo3s2IK0463_9Ql06tQ
1,2026/01/03,マクドナルド モバイルオーダー,-140,楽天カード,食費,外食,,0,_GCf3rTIdnM9rKxBUCxwwchV4e8tL37OOzEPNb6yPzk
0,2026/01/03,現金,3000,モバイルSuica（モバイルSuica ID）,未分類,未分類,,1,cnA6_H7brB74zMvJK-fA3e23lzXL5zTYIt67ZkFUOa0
1,2026/01/03,入 東急渋谷 出 溝の口,-250,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,_pldCPLdeIukdP9FMrJ5SUddf9D1Q18cR1Aq7IUgid8
1,2026/01/03,入 新宿 出 渋谷,-167,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,xlIeFf5FwY1o_b3JhXNylv1Eg7Ha7U_2XF7vkCcI-70
1,2026/01/03,入 都神保町 出 都新宿三,-220,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,Ax_iiamh3Cze7sN3c4vU09Jj_VBmOrir0XMLfyIa74s
1,2026/01/01,入 溝の口 出 後楽園,-459,モバイルSuica（モバイルSuica ID）,交通費,電車,,0,quqGc9GOnX5qf7Mjf-JD6UHq_e50ebTKDfqS5hvYfzU
1,2026/01/01,なんでもR-SHOP 楽天市場店 充電式 湯たんぽ ぬいぐるみ 猫 ネコ スリーアップ 蓄熱式 エコ湯たんぽ ぬくぬく neko Like EWT-2328 ゆたんぽ 湯タンポ 節電 エコ 省エネ おしゃれ かわいい 可愛い 防寒 充電式 カイロ プレゼント ギフト 誕生日 クリスマス,-4620,楽天キャッシュ(楽天pay),衣服・美容,衣服,,0,qB7k4NRv-dMCGHOo5SQrQ5iJRsEocvTiTjVTHCErAVQ
